area,price-per-area,floor/store,no of floors/stores in the building,no of rooms,year of construction,parking space,latitude,longitude,distance,market_pierwotny,market_wtórny,form of ownership_pełna własność,form of ownership_spółdzielcze wł. prawo do lokalu,form of ownership_udział,form of ownership_użytkowanie wieczyste / dzierżawa,district_Bieńczyce,district_Bieżanów-Prokocim,district_Bronowice,district_Czyżyny,district_Dębniki,district_Grzegórzki,district_Krowodrza,district_Mistrzejowice,district_Nowa Huta,district_Podgórze,district_Podgórze Duchackie,district_Prądnik Biały,district_Prądnik Czerwony,district_Stare Miasto,district_Swoszowice,district_Wzgórza Krzesławickie,district_Zwierzyniec,district_Łagiewniki-Borek Fałęcki
101.52,17850.0,1,3,4,2023.0,True,50.0689686,19.892385,3.3025146481637204,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
56.44,18000.0,0,3,2,2023.0,True,50.0689686,19.892385,3.3025146481637204,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
78.0,19907.65,1,3,3,2023.0,False,50.0689686,19.892385,3.3025146481637204,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
96.78,20700.0,0,3,4,2023.0,True,50.0689686,19.892385,3.3025146481637204,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
77.16,17650.0,1,3,3,2023.0,True,50.0689686,19.892385,3.3025146481637204,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
52.0,23990.38,0,4,2,2023.0,True,50.0689686,19.892385,3.3025146481637204,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
60.75,16806.58,0,4,4,1907.0,False,50.060879,19.9502566,0.930786059208246,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
50.0,15400.0,2,5,3,2018.0,True,50.0805703,20.0484836,8.20301780401814,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
52.0,15192.31,2,4,3,2015.0,True,50.0805703,20.0484836,8.20301780401814,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
62.9,13831.48,2,3,2,2010.0,False,50.0805703,20.0484836,8.20301780401814,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
63.0,14126.98,2,3,2,2010.0,False,50.0805703,20.0484836,8.20301780401814,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
78.7,13100.0,3,3,3,2010.0,False,50.0805703,20.0484836,8.20301780401814,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
51.0,21568.63,0,4,3,2015.0,True,50.0805703,20.0484836,8.20301780401814,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
26.5,16452.83,1,3,1,2025.0,True,50.0119573,19.8831596,6.762927743545281,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
34.0,16970.59,0,3,2,2025.0,True,50.0119573,19.8831596,6.762927743545281,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40.5,15950.59,0,3,2,2025.0,True,50.0119573,19.8831596,6.762927743545281,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41.0,15756.1,0,3,2,2025.0,True,50.0119573,19.8831596,6.762927743545281,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
37.0,18919.0,3,3,2,2018.0,True,50.0119573,19.8831596,6.762927743545281,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
61.94,14368.74,3,5,3,2018.0,True,50.0119573,19.8831596,6.762927743545281,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
27.2,16700.0,1,4,1,2012.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
34.5,15217.39,2,3,2,2025.0,True,50.017439,19.8893313,6.010731226699183,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
27.0,20000.0,4,4,1,2018.0,False,50.017439,19.8893313,6.010731226699183,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
33.72,16677.0,1,3,1,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
30.0,18800.0,7,7,1,2006.0,True,50.017439,19.8893313,6.010731226699183,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
33.68,16830.0,2,3,1,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
38.22,16677.0,1,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39.09,16677.0,1,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39.15,16677.0,1,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41.0,16000.0,0,4,2,2012.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39.19,16830.0,2,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39.19,16830.0,2,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39.27,16830.0,2,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39.14,16983.0,3,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39.89,16677.0,1,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39.91,16677.0,1,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40.09,16626.0,2,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40.12,16622.7,0,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39.3,16983.0,3,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40.08,16779.0,3,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39.98,16830.0,2,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41.01,16473.0,1,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40.96,16500.93,0,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40.75,16618.08,0,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41.14,16473.0,1,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
39.97,16983.0,3,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
40.63,16779.0,3,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41.07,16626.0,2,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41.1,16630.0,2,3,2,2012.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41.12,16779.0,3,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
46.1,14967.46,3,3,2,2014.0,True,50.017439,19.8893313,6.010731226699183,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41.93,16473.0,1,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41.97,16473.0,1,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
42.44,16376.06,0,3,2,2018.0,True,50.017439,19.8893313,6.010731226699183,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41.85,16626.0,2,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
41.96,16626.0,2,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
43.3,16461.03,0,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
43.33,16471.92,0,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
43.56,16461.03,0,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
43.59,16473.0,1,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
43.6,16473.0,1,3,2,2024.0,True,50.017439,19.8893313,6.010731226699183,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
