address,manipulated address,location,latitude,longitude
"Centrum C, Kraków, małopolskie","Centrum C, Kraków, małopolskie","Osiedle Centrum C, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0741729,20.036048
"Czarnieckiego, Podgórze, Kraków, małopolskie","Czarnieckiego, Podgórze, Kraków, małopolskie","Stefana Czarnieckiego, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-529, Polska",50.0439003,19.9547697
"Rynek Główny, Stare Miasto, Kraków, małopolskie","Rynek Główny, Stare Miasto, Kraków, małopolskie","Rynek Główny, Świętego Jana, Stare Miasto, Kraków, województwo małopolskie, 31-017, Polska",50.0615174,19.93710690585653
"Masarska, Kazimierz, Kraków, małopolskie","Masarska, Kazimierz, Kraków, małopolskie","Masarska, Grzegórzki, Kraków, województwo małopolskie, 31-534, Polska",50.0552076,19.9551087
"Bieńczycka, Czyżyny, Czyżyny, Kraków, małopolskie","Bieńczycka, Czyżyny, Czyżyny, Kraków, małopolskie","Bieńczycka, Nowa Huta, Kraków, województwo małopolskie, 31-860, Polska",50.0772202,20.0235855
"Barska, Kombinat, Nowa Huta, Kraków, małopolskie","Barska, Kombinat, Nowa Huta, Kraków, małopolskie","Barska, Osiedle Podwawelskie, Ludwinów, Dębniki, Kraków, województwo małopolskie, 31-051, Polska",50.0455914,19.93269
"Srebrnych Orłów, Mistrzejowice, Kraków, małopolskie","Srebrnych Orłów, Mistrzejowice, Kraków, małopolskie","Srebrnych Orłów, Mistrzejowice, Kraków, województwo małopolskie, 31-620, Polska",50.0945919,20.0116999
"Kornela Ujejskiego, Zwierzyniec, Zwierzyniec, Kraków, małopolskie","Kornela Ujejskiego, Zwierzyniec, Zwierzyniec, Kraków, małopolskie","Kornela Ujejskiego, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, województwo małopolskie, 30-102, Polska",50.0568145,19.9246628
"Szafrana, Kraków, małopolskie","Szafrana, Kraków, małopolskie","Tadeusza Szafrana, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-636, Polska",50.0345918,19.93293
"Osiedle Tysiąclecia, Mistrzejowice, Kraków, małopolskie","Osiedle Tysiąclecia, Mistrzejowice, Kraków, małopolskie","Osiedle Tysiąclecia, Mistrzejowice, Kraków, województwo małopolskie, Polska",50.0917147,20.0012344
"Stańczyka, Bronowice Małe, Kraków, małopolskie","Stańczyka, Bronowice Małe, Kraków, małopolskie","Stańczyka, Bronowice, Kraków, województwo małopolskie, 30-093, Polska",50.0771404,19.8927199
"Michała Bałuckiego, Dębniki, Dębniki, Kraków, małopolskie","Michała Bałuckiego, Dębniki, Dębniki, Kraków, małopolskie","Michała Bałuckiego, Dębniki, Kraków, województwo małopolskie, 30-318, Polska",50.0500806,19.9261304
"Zielony Most, Bronowice Małe, Bronowice, Kraków, małopolskie","Zielony Most, Bronowice Małe, Bronowice, Kraków, małopolskie","Zielony Most, Bronowice Małe, Bronowice, Kraków, województwo małopolskie, 31-351, Polska",50.0845433,19.8808172
"Gabrieli Zapolskiej, Bronowice, Bronowice, Kraków, małopolskie","Gabrieli Zapolskiej, Bronowice, Bronowice, Kraków, małopolskie","Gabrieli Zapolskiej, Bronowice, Kraków, województwo małopolskie, 30-126, Polska",50.0766946,19.8980642
"Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie","Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie","Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, Polska",50.0207177,19.9603427
"Pokoju | Grzegórzki | ENG, al. Pokoju, Czyżyny, Czyżyny, Kraków, małopolskie","Pokoju | Grzegórzki | ENG, al. Pokoju, Czyżyny, Czyżyny, Kraków, małopolskie","Aleja Pokoju, Dąbie, Grzegórzki, Kraków, województwo małopolskie, 31-557, Polska",50.0593942,19.9760994
"Jesionowa, Dzielnica VI Bronowice, Kraków, małopolskie","Jesionowa, Dzielnica VI Bronowice, Kraków, małopolskie","Jesionowa, Osiedle Widok-Zarzecze, Bronowice, Kraków, województwo małopolskie, 30-146, Polska",50.0705347,19.8768504
"Bronowicka 77, Bronowice, Bronowice, Kraków, małopolskie","Bronowicka 77, Bronowice, Bronowice, Kraków, małopolskie","77, Bronowicka, Bronowice, Kraków, województwo małopolskie, 30-091, Polska",50.0807288,19.894390427624128
"Szpakowa, Piaski Wielkie, Podgórze Duchackie, Kraków, małopolskie","Szpakowa, Piaski Wielkie, Podgórze Duchackie, Kraków, małopolskie","Szpakowa, Podlesie, Piaski Wielkie, Podgórze Duchackie, Kraków, województwo małopolskie, 30-691, Polska",50.0130208,19.9792833
"Centralna, Czyżyny, Kraków, małopolskie","Centralna, Czyżyny, Kraków, małopolskie","Centralna, Czyżyny, Kraków, województwo małopolskie, 31-581, Polska",50.0680809,20.0132933
"Friedleina, Kraków, małopolskie","Friedleina, Kraków, małopolskie","Józefa Friedleina, Nowy Kleparz, Krowodrza, Kraków, województwo małopolskie, 30-009, Polska",50.0779198,19.9319615
"Agatowa, Dzielnica XII Bieżanów-Prokocim, Kraków, małopolskie","Agatowa, Dzielnica XII Bieżanów-Prokocim, Kraków, małopolskie","Agatowa, Osiedle Kolejowe, Złocień, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-758, Polska",50.022046,20.0461313
"Konopczyńskiego, Dębniki, Kraków, małopolskie","Konopczyńskiego, Dębniki, Kraków, małopolskie","Profesora Władysława Konopczyńskiego, Osiedle Szuwarowa, Ruczaj, Dębniki, Kraków, województwo małopolskie, 30-382, Polska",50.0179579,19.8963239
"Na Błonie, Bronowice Wielkie, Kraków, małopolskie","Na Błonie, Bronowice Wielkie, Kraków, małopolskie","Na Błonie, Osiedle Widok-Zarzecze, Bronowice, Kraków, województwo małopolskie, 30-146, Polska",50.0729546,19.8777465
"Lea - 1, Łobzów, Krowodrza, Kraków, małopolskie","Lea - 1, Łobzów, Krowodrza, Kraków, małopolskie","Juliusza Lea, Łobzów, Krowodrza, Kraków, województwo małopolskie, 31-145, Polska",50.0720718,19.9069529
"Dąbie, Dąbie, Grzegórzki, Kraków, małopolskie","Dąbie, Dąbie, Grzegórzki, Kraków, małopolskie","Dąbie, Grzegórzki, Kraków, województwo małopolskie, 31-560, Polska",50.0594368,19.9791419
"Basztowa, Piasek, Stare Miasto, Kraków, małopolskie","Basztowa, Piasek, Stare Miasto, Kraków, małopolskie","Basztowa, Piasek, Stare Miasto, Kraków, województwo małopolskie, 31-134, Polska",50.0661686,19.9351042
"Chodkiewicza - przy Starym Mieście, Grzegórzki, Grzegórzki, Kraków, małopolskie","Chodkiewicza - przy Starym Mieście, Grzegórzki, Grzegórzki, Kraków, małopolskie","Jana Karola Chodkiewicza, Grzegórzki, Kraków, województwo małopolskie, 31-534, Polska",50.0562553,19.9538028
"Wygoda 13, Wawel, Kraków, małopolskie","Wygoda 13, Wawel, Kraków, małopolskie","13, Wygoda, Nowy Świat, Stare Miasto, Kraków, województwo małopolskie, 31-106, Polska",50.0575333,19.9272632
"Zarzecze, Dzielnica VI Bronowice, Kraków, małopolskie","Zarzecze, Dzielnica VI Bronowice, Kraków, małopolskie","Zarzecze, Osiedle Widok-Zarzecze, Bronowice, Kraków, województwo małopolskie, 30-134, Polska",50.0756396,19.8892802
"Paulińska, Stare Miasto, Kraków, małopolskie","Paulińska, Stare Miasto, Kraków, małopolskie","Paulińska, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-071, Polska",50.0491262,19.9381001
"Brązownicza 14, Bronowice Wielkie, Kraków, małopolskie","Brązownicza 14, Bronowice Wielkie, Kraków, małopolskie","14, Brązownicza, Małe Błonia, Krowodrza, Kraków, województwo małopolskie, 30-142, Polska",50.0678875,19.8926929811756
"Widok, Grzegórzki, Kraków, małopolskie","Widok, Grzegórzki, Kraków, małopolskie","Widok, Dąbie, Grzegórzki, Kraków, województwo małopolskie, 31-566, Polska",50.0573772,19.9789268
"Armii Krajowej, Bronowice Małe, Kraków, małopolskie","Armii Krajowej, Bronowice Małe, Kraków, małopolskie","Armii Krajowej, Bronowice Małe, Bronowice, Kraków, województwo małopolskie, 31-342, Polska",50.0863533,19.8913868
"Piłsudskiego, Nowy Świat, Kraków, małopolskie","Piłsudskiego, Nowy Świat, Kraków, małopolskie","Pomnik Marszałka Józefa Piłsudskiego i Legionistów, Garncarska, Piasek, Stare Miasto, Kraków, województwo małopolskie, 31-115, Polska",50.060019,19.9276006
"Wawelska, Mistrzejowice, Kraków, małopolskie","Wawelska, Mistrzejowice, Kraków, małopolskie","Wawelska, Mistrzejowice, Kraków, województwo małopolskie, 31-617, Polska",50.0970227,20.0028534
"Lublańska 13, Prądnik Czerwony, Kraków, małopolskie","Lublańska 13, Prądnik Czerwony, Kraków, małopolskie","13, Lublańska, Prądnik Czerwony, Kraków, województwo małopolskie, 31-410, Polska",50.08551545,19.96243108152333
"Magnolii, Borek Fałęcki, Kraków, małopolskie","Magnolii, Borek Fałęcki, Kraków, małopolskie","Magnolii, Zaborze, Ruczaj, Dębniki, Kraków, województwo małopolskie, 30-385, Polska",50.0229208,19.9136644
"Bojki, Kurdwanów, Kraków, małopolskie","Bojki, Kurdwanów, Kraków, małopolskie","Jakuba Bojki, Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, 30-647, Polska",50.0069552,19.9645207
"Podłęska, Bieżanów-Prokocim, Kraków, małopolskie","Podłęska, Bieżanów-Prokocim, Kraków, małopolskie","Podłęska, Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-865, Polska",50.0087167,20.0131964
"Tadeusza Rejtana, Stare Podgórze, Podgórze, Kraków, małopolskie","Tadeusza Rejtana, Stare Podgórze, Podgórze, Kraków, małopolskie","Tadeusza Rejtana, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-510, Polska",50.0437372,19.9455459
"Zwierzyniecka 14, Nowy Świat, Stare Miasto, Kraków, małopolskie","Zwierzyniecka 14, Nowy Świat, Stare Miasto, Kraków, małopolskie","14, Zwierzyniecka, Nowy Świat, Stare Miasto, Kraków, województwo małopolskie, 31-102, Polska",50.0577425,19.931435505432283
"ks. Franciszka Maja 9a, Opatkowice, Swoszowice, Kraków, małopolskie","ks. Franciszka Maja 9a, Opatkowice, Swoszowice, Kraków, małopolskie","9A, Księdza Franciszka Maja, Gaik, Opatkowice, Swoszowice, Kraków, województwo małopolskie, 30-499, Polska",49.9888389,19.9126433
"Saska, Zabłocie, Kraków, małopolskie","Saska, Zabłocie, Kraków, małopolskie","Saska, Zagumnie, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-720, Polska",50.0409028,19.9833069
"Dietla, Stradom, Kraków, małopolskie","Dietla, Stradom, Kraków, małopolskie","Józefa Dietla, Stradom, Stare Miasto, Kraków, województwo małopolskie, 31-058, Polska",50.0515183,19.9410103
"Smocza, Stradom, Stare Miasto, Kraków, małopolskie","Smocza, Stradom, Stare Miasto, Kraków, małopolskie","Smocza, Stradom, Stare Miasto, Kraków, województwo małopolskie, 31-069, Polska",50.0523951,19.9351306
"Rejtana, Dzielnica XIII Podgórze, Kraków, małopolskie","Rejtana, Dzielnica XIII Podgórze, Kraków, małopolskie","Tadeusza Rejtana, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-510, Polska",50.0437372,19.9455459
"Celarowska, Olsza, Prądnik Czerwony, Kraków, małopolskie","Celarowska, Olsza, Prądnik Czerwony, Kraków, małopolskie","Celarowska, Wiśniowa, Olsza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-414, Polska",50.0827488,19.9552214
"Metalowców, Grzegórzki, Grzegórzki, Kraków, małopolskie","Metalowców, Grzegórzki, Grzegórzki, Kraków, małopolskie","Metalowców, Grzegórzki, Kraków, województwo małopolskie, 31-537, Polska",50.058387,19.9503427
"Racławicka, Krowodrza Górka, Prądnik Biały, Kraków, małopolskie","Racławicka, Krowodrza Górka, Prądnik Biały, Kraków, małopolskie","Racławicka, Krowodrza, Kraków, województwo małopolskie, 30-017, Polska",50.0783749,19.920967
"Piltza, Dębniki, Kraków, małopolskie","Piltza, Dębniki, Kraków, małopolskie","Doktora Jana Piltza, Kobierzyn, Dębniki, Kraków, województwo małopolskie, 30-393, Polska",50.0076191,19.8888826
"Naukowców, Bronowice Małe, Kraków, małopolskie","Naukowców, Bronowice Małe, Kraków, małopolskie","Naukowców, Bronowice Małe, Bronowice, Kraków, województwo małopolskie, 31-356, Polska",50.0842714,19.8845615
"os. Piastów, Mistrzejowice, Mistrzejowice, Kraków, małopolskie","os. Piastów, Mistrzejowice, Mistrzejowice, Kraków, małopolskie","Os. Piastów, Piasta Kołodzieja, Mistrzejowice, Kraków, województwo małopolskie, 31-625, Polska",50.1021105,20.0124519
"Kamionka, Łęg, Czyżyny, Kraków, małopolskie","Kamionka, Łęg, Czyżyny, Kraków, małopolskie","Kamionka, Zawsie, Łęg, Czyżyny, Kraków, województwo małopolskie, 31-586, Polska",50.0647592,20.0098778
"Skwerowa, Dębniki, Dębniki, Kraków, małopolskie","Skwerowa, Dębniki, Dębniki, Kraków, małopolskie","Skwerowa, Dębniki, Kraków, województwo małopolskie, 30-317, Polska",50.0509481,19.9236752
"Las Wolski, Zwierzyniec, Kraków, małopolskie","Las Wolski, Zwierzyniec, Kraków, małopolskie","Las Wolski, Zwierzyniec, Kraków, województwo małopolskie, 30-232, Polska",50.0540528,19.8498916
"Papierni Prądnickich, Prądnik Biały, Kraków, małopolskie","Papierni Prądnickich, Prądnik Biały, Kraków, małopolskie","Papierni Prądnickich, Osiedle ""Górka Narodowa"", Prądnik Biały, Kraków, województwo małopolskie, 31-234, Polska",50.0996886,19.95165077618975
"Klemensiewicza, Olsza, Kraków, małopolskie","Klemensiewicza, Olsza, Kraków, małopolskie","Zenona Klemensiewicza, Rogatka Warszawska, Olsza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-482, Polska",50.0809595,19.9507548
"Józefińska, Stare Podgórze, Kraków, małopolskie","Józefińska, Stare Podgórze, Kraków, małopolskie","Józefińska, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-548, Polska",50.0450196,19.9567307
"św. Wawrzyńca, Kazimierz, Stare Miasto, Kraków, małopolskie","św. Wawrzyńca, Kazimierz, Stare Miasto, Kraków, małopolskie","Świętego Wawrzyńca, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-036, Polska",50.0506193,19.9523613
"Henryka Sienkiewicza, Nowa Wieś, Krowodrza, Kraków, małopolskie","Henryka Sienkiewicza, Nowa Wieś, Krowodrza, Kraków, małopolskie","Henryka Sienkiewicza, Nowa Wieś, Krowodrza, Kraków, województwo małopolskie, 30-034, Polska",50.0725333,19.9270327
"Wesele, Bronowice, Bronowice, Kraków, małopolskie","Wesele, Bronowice, Bronowice, Kraków, małopolskie","Wesele, Bronowice, Kraków, województwo małopolskie, 30-127, Polska",50.0764847,19.8956255
"Solskiego, Krowodrza, Kraków, małopolskie","Solskiego, Krowodrza, Kraków, małopolskie","Świętego Tomasza, Stare Miasto, Kraków, województwo małopolskie, 31-027, Polska",50.0620827,19.9423896
"Meissnera, Rakowice, Prądnik Czerwony, Kraków, małopolskie","Meissnera, Rakowice, Prądnik Czerwony, Kraków, małopolskie","Janusza Meissnera, Ugorek, Rakowice, Prądnik Czerwony, Kraków, województwo małopolskie, 31-465, Polska",50.0796912,19.9749499
"os. Wandy, Nowa Huta, Nowa Huta, Kraków, małopolskie","os. Wandy, Nowa Huta, Nowa Huta, Kraków, małopolskie","Osiedle Wandy, Nowa Huta, Kraków, województwo małopolskie, Polska",50.070316,20.0488141
"Osiedle Tysiąclecia 8, Mistrzejowice, Kraków, małopolskie","Osiedle Tysiąclecia 8, Mistrzejowice, Kraków, małopolskie","8, Osiedle Tysiąclecia, Mistrzejowice, Kraków, województwo małopolskie, 31-604, Polska",50.0905457,20.000949062770875
"Marka, Stare Miasto, Kraków, małopolskie","Marka, Stare Miasto, Kraków, małopolskie","Kościół pw. Świętego Marka, 10, Świętego Marka, Stare Miasto, Kraków, województwo małopolskie, 31-012, Polska",50.06455875,19.937698964252213
"Topolowa 8, Wesoła Zachód, Stare Miasto, Kraków, małopolskie","Topolowa 8, Wesoła Zachód, Stare Miasto, Kraków, małopolskie","24, 8, Topolowa, Wesoła II, Grzegórzki, Kraków, województwo małopolskie, 31-512, Polska",50.0666645,19.9544574
"Królowej Jadwigi 86, Zwierzyniec, Zwierzyniec, Kraków, małopolskie","Królowej Jadwigi 86, Zwierzyniec, Zwierzyniec, Kraków, małopolskie","86, Królowej Jadwigi, Salwator, Zwierzyniec, Kraków, województwo małopolskie, 30-209, Polska",50.0563227,19.9031428
"Władysława Łokietka, Kraków, małopolskie","Władysława Łokietka, Kraków, małopolskie","Władysława Łokietka, Krowodrza, Kraków, województwo małopolskie, 30-012, Polska",50.0811241,19.9265141
"Odlewnicza, Bronowice, Kraków, małopolskie","Odlewnicza, Bronowice, Kraków, małopolskie","Odlewnicza, Małe Błonia, Krowodrza, Kraków, województwo małopolskie, 30-142, Polska",50.0707707,19.8905322
"Włoska 13, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie","Włoska 13, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie","13, Włoska, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-638, Polska",50.0182295,19.971925354072216
"Grochowa, Płaszów, Podgórze, Kraków, małopolskie","Grochowa, Płaszów, Podgórze, Kraków, małopolskie","Grochowa, Rogatka, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-733, Polska",50.0356824,19.9970578
"Pawła z Krosna, Kliny, Swoszowice, Kraków, małopolskie","Pawła z Krosna, Kliny, Swoszowice, Kraków, małopolskie","Pawła z Krosna, Kliny Zacisze, Kliny, Swoszowice, Kraków, województwo małopolskie, 30-389, Polska",50.003994,19.8938674
"Vetulaniego 5d, Prądnik Biały, Kraków, małopolskie","Vetulaniego 5d, Prądnik Biały, Kraków, małopolskie","Adama Vetulaniego, Prądnik Biały, Kraków, województwo małopolskie, 31-226, Polska",50.0959509,19.9247837
"Pokoju/Bez Pcc, al. Pokoju, Łęg, Czyżyny, Kraków, małopolskie","Pokoju/Bez Pcc, al. Pokoju, Łęg, Czyżyny, Kraków, małopolskie","Aleja Pokoju, Beszcz, Łęg, Czyżyny, Kraków, województwo małopolskie, 31-564, Polska",50.0642164,19.9880982
"Wicherkiewicza, Swoszowice, Kraków, małopolskie","Wicherkiewicza, Swoszowice, Kraków, małopolskie","Profesora Bolesława Wiktora Wicherkiewicza, Kliny Zacisze, Kliny, Swoszowice, Kraków, województwo małopolskie, 30-389, Polska",49.9996656,19.8970292
"Bartla, Dębniki, Kraków, małopolskie","Bartla, Dębniki, Kraków, małopolskie","Profesora Wojciecha Marii Bartla, Kliny Zacisze, Kliny, Swoszowice, Kraków, województwo małopolskie, 30-389, Polska",49.9988754,19.8965918
"nowa huta, Bieńczyce, Bieńczyce, Kraków, małopolskie","nowa huta, Bieńczyce, Bieńczyce, Kraków, małopolskie","Parafia p.w. Świętego Brata Alberta Chmielowskiego w Krakowie (Nowa Huta), Bieńczyce, Kraków, województwo małopolskie, Polska",50.0816349,20.016490706002102
"os. Centrum A 1, Nowa Huta, Nowa Huta, Kraków, małopolskie","os. Centrum A 1, Nowa Huta, Nowa Huta, Kraków, małopolskie","Awiteks, 1, Osiedle Centrum A, Nowa Huta, Kraków, województwo małopolskie, 31-923, Polska",50.0715829,20.0385188
"Obozowa – 34, Ruczaj, Dębniki, Kraków, małopolskie","Obozowa – 34, Ruczaj, Dębniki, Kraków, małopolskie","Ogrody Borkowskie, 34, Obozowa, Zaborze, Ruczaj, Łagiewniki-Borek Fałęcki, Dębniki, Kraków, województwo małopolskie, 30-383, Polska",50.0124293,19.908149827206174
"Krasickiego, Podgórze, Kraków, małopolskie","Krasickiego, Podgórze, Kraków, małopolskie","Ignacego Krasickiego, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-503, Polska",50.0412587,19.9402027
"Trynitarska, Kazimierz, Stare Miasto, Kraków, małopolskie","Trynitarska, Kazimierz, Stare Miasto, Kraków, małopolskie","Trynitarska, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-061, Polska",50.0478959,19.9466475
"Wielicka, Stare Podgórze, Podgórze, Kraków, małopolskie","Wielicka, Stare Podgórze, Podgórze, Kraków, małopolskie","Wielicka, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 33-352, Polska",50.0401172,19.9630448
"Stradomska, Kazimierz, Kraków, małopolskie","Stradomska, Kazimierz, Kraków, małopolskie","Stradomska, Stradom, Stare Miasto, Kraków, województwo małopolskie, 31-068, Polska",50.0532899,19.9400011
"Adama Marczyńskiego, Górka Narodowa, Prądnik Biały, Kraków, małopolskie","Adama Marczyńskiego, Górka Narodowa, Prądnik Biały, Kraków, małopolskie","Adama Marczyńskiego, Górka Narodowa, Prądnik Biały, Kraków, województwo małopolskie, 31-220, Polska",50.0997859,19.9582626
"Wawel, Kraków, małopolskie","Wawel, Kraków, małopolskie","Wawel, Kraków, województwo małopolskie, 31-003, Polska",50.0547467,19.9361073
"Zamkowa vis a vis Wawel, Dębniki, Dębniki, Kraków, małopolskie","Zamkowa vis a vis Wawel, Dębniki, Dębniki, Kraków, małopolskie","Zamkowa, Dębniki, Kraków, województwo małopolskie, 30-301, Polska",50.0532999,19.9295493
"Starego Dębu, Bronowice, Kraków, małopolskie","Starego Dębu, Bronowice, Kraków, małopolskie","Starego Dębu, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-355, Polska",50.101904,19.8688625
"Młyńska, Rakowice, Prądnik Czerwony, Kraków, małopolskie","Młyńska, Rakowice, Prądnik Czerwony, Kraków, małopolskie","Młyńska, Rakowice, Prądnik Czerwony, Kraków, województwo małopolskie, 31-470, Polska",50.081835,19.9724458
"Stelmachów, Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie","Stelmachów, Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie","Stelmachów, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-341, Polska",50.0957664,19.9055908
"Ściegiennego, Bieżanów, Kraków, małopolskie","Ściegiennego, Bieżanów, Kraków, małopolskie","Księdza Piotra Ściegiennego, Osiedle Medyków, Prokocim, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-809, Polska",50.0158392,19.9978631
"Kaspra Żelechowskiego, Bronowice, Bronowice, Kraków, małopolskie","Kaspra Żelechowskiego, Bronowice, Bronowice, Kraków, małopolskie","Kaspra Żelechowskiego, Bronowice, Kraków, województwo małopolskie, 30-124, Polska",50.0745879,19.9031263
"Marka, Kazimierz, Kraków, małopolskie","Marka, Kazimierz, Kraków, małopolskie","Kościół pw. Świętego Marka, 10, Świętego Marka, Stare Miasto, Kraków, województwo małopolskie, 31-012, Polska",50.06455875,19.937698964252213
"Miśnieńska, Mistrzejowice, Mistrzejowice, Kraków, małopolskie","Miśnieńska, Mistrzejowice, Mistrzejowice, Kraków, małopolskie","Miśnieńska, Mistrzejowice, Kraków, województwo małopolskie, 31-605, Polska",50.0916571,19.9998933
"Bobrzyńskiego Os. Europejskie, Ruczaj, Dębniki, Kraków, małopolskie","Bobrzyńskiego Os. Europejskie, Ruczaj, Dębniki, Kraków, małopolskie","Kraków ul. Bobrzyńskiego 43B, Lubostroń, Osiedle Szuwarowa, Osiedle Europejskie, Dębniki, Kraków, województwo małopolskie, 30-392, Polska",50.01579115,19.89123893949737
"Zdrowa, Krowodrza, Kraków, małopolskie","Zdrowa, Krowodrza, Kraków, małopolskie","Zdrowa, Żabiniec, Prądnik Biały, Kraków, województwo małopolskie, 31-203, Polska",50.0886823,19.939772
"Kalwaryjska, Stare Podgórze, Podgórze, Kraków, małopolskie","Kalwaryjska, Stare Podgórze, Podgórze, Kraków, małopolskie","Kalwaryjska, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-520, Polska",50.0429595,19.9454419
"Pawlickiego, Ludwinów, Kraków, małopolskie","Pawlickiego, Ludwinów, Kraków, małopolskie","Księdza Stefana Pawlickiego, Osiedle Robotnicze, Dębniki, Kraków, województwo małopolskie, 30-320, Polska",50.0449121,19.9182018
"Masarska, Grzegórzki, Grzegórzki, Kraków, małopolskie","Masarska, Grzegórzki, Grzegórzki, Kraków, małopolskie","Masarska, Grzegórzki, Kraków, województwo małopolskie, 31-534, Polska",50.0552076,19.9551087
"os. Zielone 11, os. Szkolne, os. Krakowiaków, os. Słoneczne, os. Urocze, Nowa Huta, Nowa Huta, Kraków, małopolskie","os. Zielone 11, os. Szkolne, os. Krakowiaków, os. Słoneczne, os. Urocze, Nowa Huta, Nowa Huta, Kraków, małopolskie","11, Osiedle Zielone, Nowa Huta, Kraków, województwo małopolskie, 31-970, Polska",50.0798631,20.045124200000007
"Osiedle Kolorowe, Czyżyny, Kraków, małopolskie","Osiedle Kolorowe, Czyżyny, Kraków, małopolskie","Osiedle Kolorowe, Nowa Huta, Kraków, województwo małopolskie, Polska",50.074263,20.0242126
"Limanowskiego, Podgórze, Kraków, małopolskie","Limanowskiego, Podgórze, Kraków, małopolskie","Bolesława Limanowskiego, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-551, Polska",50.044221,19.9578618
"Śląska, Krowodrza, Krowodrza, Kraków, małopolskie","Śląska, Krowodrza, Krowodrza, Kraków, małopolskie","Śląska, Nowy Kleparz, Krowodrza, Kraków, województwo małopolskie, 30-003, Polska",50.0744016,19.9328565
"ZŁOTY WIEK, Mistrzejowice, Kraków, małopolskie","ZŁOTY WIEK, Mistrzejowice, Kraków, małopolskie","Złoty wiek, Nagłowicka, Mistrzejowice, Kraków, województwo małopolskie, 31-612, Polska",50.09489545,20.00025900556641
"Franciszka Maja- cena z, Opatkowice, Swoszowice, Kraków, małopolskie","Franciszka Maja- cena z, Opatkowice, Swoszowice, Kraków, małopolskie","Maja, Topolowa, Wesoła II, Grzegórzki, Kraków, województwo małopolskie, 31-506, Polska",50.0666519,19.954886
"Ważewskiego, Opatkowice, Kraków, małopolskie","Ważewskiego, Opatkowice, Kraków, małopolskie","Tadeusza Ważewskiego, Zakarczmie, Opatkowice, Swoszowice, Kraków, województwo małopolskie, 30-499, Polska",49.9829405,19.9050947
"Piłsudskiego, Stare Miasto / Śródmieście, Kraków, małopolskie","Piłsudskiego, Stare Miasto / Śródmieście, Kraków, małopolskie","Stadion Cracovii im. Józefa Piłsudskiego, 1, Józefa Kałuży, Półwsie Zwierzynieckie, Zwierzyniec, Kraków, województwo małopolskie, 30-111, Polska",50.05785555,19.92052540968549
"Mała Góra, Prokocim, Kraków, małopolskie","Mała Góra, Prokocim, Kraków, małopolskie","Mała Góra, Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-696, Polska",50.0064281,20.0183689
"Sebastiana, Kazimierz, Kraków, małopolskie","Sebastiana, Kazimierz, Kraków, małopolskie","Świętego Sebastiana, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-050, Polska",50.0551507,19.9444402
"ks. Kazimierza Siemaszki, Krowodrza Górka, Prądnik Biały, Kraków, małopolskie","ks. Kazimierza Siemaszki, Krowodrza Górka, Prądnik Biały, Kraków, małopolskie","Księdza Kazimierza Siemaszki, Krowodrza Górka, Prądnik Biały, Kraków, województwo małopolskie, 30-016, Polska",50.0841963,19.9396862
"Mała Góra, Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie","Mała Góra, Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie","Mała Góra, Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-696, Polska",50.0064281,20.0183689
