address,manipulated address,location,latitude,longitude
"Ognistych Wici, Nowa Huta, Kraków, małopolskie","Ognistych Wici, Nowa Huta, Kraków, małopolskie","Ognistych Wici, Osiedle Piastów, Mistrzejowice, Kraków, województwo małopolskie, 31-625, Polska",50.1016262,20.0139098
"Bałuckiego, Dzielnica VIII Dębniki, Kraków, małopolskie","Bałuckiego, Dzielnica VIII Dębniki, Kraków, małopolskie","Michała Bałuckiego, Dębniki, Kraków, województwo małopolskie, 30-318, Polska",50.0500806,19.9261304
"Geremka - Kliny, Kliny, Swoszowice, Kraków, małopolskie","Geremka - Kliny, Kliny, Swoszowice, Kraków, małopolskie","Profesora Bronisława Geremka, Kliny Zacisze, Kliny, Swoszowice, Kraków, województwo małopolskie, 30-389, Polska",50.001948,19.893242
"Stanisława ze Skalbmierza, Prądnik Czerwony, Kraków, małopolskie","Stanisława ze Skalbmierza, Prądnik Czerwony, Kraków, małopolskie","Stanisława ze Skalbmierza, Olsza II, Olsza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-469, Polska",50.0821288,19.9677798
"Anny Szwed-Śniadowskiej, Kliny, Swoszowice, Kraków, małopolskie","Anny Szwed-Śniadowskiej, Kliny, Swoszowice, Kraków, małopolskie","Anny Szwed-Śniadowskiej, Osiedle Za Fortem, Kliny, Swoszowice, Kraków, województwo małopolskie, 30-389, Polska",49.99612635,19.89793185750853
"Celna, Podgórze, Kraków, małopolskie","Celna, Podgórze, Kraków, małopolskie","Celna, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-508, Polska",50.0451062,19.9465722
"Dobrego Pasterza, Śródmieście, Kraków, małopolskie","Dobrego Pasterza, Śródmieście, Kraków, małopolskie","Dobrego Pasterza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-421, Polska",50.0893663,19.9761178
"Federowicza, Ruczaj, Dębniki, Kraków, małopolskie","Federowicza, Ruczaj, Dębniki, Kraków, małopolskie","Jana Kantego Federowicza, Wodka, Skotniki, Dębniki, Kraków, województwo małopolskie, 30-369, Polska",50.0130679,19.8836852
"Na Ogrody, Prądnik Biały, Prądnik Biały, Kraków, małopolskie","Na Ogrody, Prądnik Biały, Prądnik Biały, Kraków, małopolskie","Ogrody, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-344, Polska",50.0986648,19.8814798
"gen. Jana Karcza, Skotniki, Dębniki, Kraków, małopolskie","gen. Jana Karcza, Skotniki, Dębniki, Kraków, małopolskie","Generała Jana Karcza, Skotniki Sieczkowskie, Skotniki, Dębniki, Kraków, województwo małopolskie, 30-397, Polska",50.008951,19.863912
"Bochenka, Podgórze, Kraków, małopolskie","Bochenka, Podgórze, Kraków, małopolskie","Bochenka, Adama Bochenka, Podlesie, Piaski Wielkie, Podgórze Duchackie, Kraków, województwo małopolskie, 30-691, Polska",50.0130894,19.977710891141733
"Balicka, Bronowice Małe, Kraków, małopolskie","Balicka, Bronowice Małe, Kraków, małopolskie","Balicka, Mydlniki, Bronowice, Kraków, województwo małopolskie, 30-198, Polska",50.0844887,19.8450822
"Gnieźnieńska, Azory, Kraków, małopolskie","Gnieźnieńska, Azory, Kraków, małopolskie","Gnieźnieńska, Osiedle Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-318, Polska",50.0874434,19.9079854
"Lipińskiego, Cegielniana, Kraków, małopolskie","Lipińskiego, Cegielniana, Kraków, małopolskie","Wacława Lipińskiego, Osiedle Ruczaj-Zaborze, Ruczaj, Dębniki, Kraków, województwo małopolskie, 30-349, Polska",50.0303166,19.9252806
"Portowa, Zabłocie, Kraków, małopolskie","Portowa, Zabłocie, Kraków, małopolskie","Portowa, Zabłocie, Podgórze, Kraków, województwo małopolskie, 30-709, Polska",50.0502962,19.9800843
"Wysłouchów 23, Kurdwanów, Kraków, małopolskie","Wysłouchów 23, Kurdwanów, Kraków, małopolskie","23, Marii i Bolesława Wysłouchów, Osiedle ""Kurdwanów Nowy"", Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, 30-611, Polska",50.00957265,19.95309620983757
"Elizy Orzeszkowej 8, Kazimierz, Stare Miasto, Kraków, małopolskie","Elizy Orzeszkowej 8, Kazimierz, Stare Miasto, Kraków, małopolskie","8, Elizy Orzeszkowej, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-065, Polska",50.0498245,19.9389342
"Polonijna, Bieżanów-Prokocim, Kraków, małopolskie","Polonijna, Bieżanów-Prokocim, Kraków, małopolskie","Polonijna, Bieżanów-Prokocim, Kraków, województwo małopolskie, Polska",50.0172994,19.98890236803404
"Bratysławska, Krowodrza Górka, Prądnik Biały, Kraków, małopolskie","Bratysławska, Krowodrza Górka, Prądnik Biały, Kraków, małopolskie","Bratysławska, Krowodrza Górka, Prądnik Biały, Kraków, województwo małopolskie, 31-271, Polska",50.0839659,19.9335671
"Zygmunta Glogera, Prądnik Biały, Prądnik Biały, Kraków, małopolskie","Zygmunta Glogera, Prądnik Biały, Prądnik Biały, Kraków, małopolskie","Zygmunta Glogera, Prądnik Biały, Kraków, województwo małopolskie, 31-226, Polska",50.1035703,19.9268562
"Asnyka, Kraków, małopolskie","Asnyka, Kraków, małopolskie","Adama Asnyka, Piasek, Stare Miasto, Kraków, województwo małopolskie, 31-134, Polska",50.0659111,19.935101
"Wójtowska 9, Krowodrza, Krowodrza, Kraków, małopolskie","Wójtowska 9, Krowodrza, Krowodrza, Kraków, małopolskie","9, Wójtowska, Nowy Kleparz, Krowodrza, Kraków, województwo małopolskie, 30-020, Polska",50.0763272,19.92750252732624
"Pielęgniarek, Krowodrza Górka, Prądnik Biały, Kraków, małopolskie","Pielęgniarek, Krowodrza Górka, Prądnik Biały, Kraków, małopolskie","Pielęgniarek, Krowodrza Górka, Prądnik Biały, Kraków, województwo małopolskie, 31-201, Polska",50.0831194,19.9345325
"Osiedle Piastów, Kraków, małopolskie","Osiedle Piastów, Kraków, małopolskie","Osiedle Piastów, Mistrzejowice, Kraków, województwo małopolskie, Polska",50.1003776,20.02101742976312
"Bochenka/2, Piaski Wielkie, Podgórze Duchackie, Kraków, małopolskie","Bochenka/2, Piaski Wielkie, Podgórze Duchackie, Kraków, małopolskie","Adama Bochenka, Piaski Nowe, Piaski Wielkie, Podgórze Duchackie, Kraków, województwo małopolskie, 30-693, Polska",50.0109271,19.9742323
"al. Kijowska, Krowodrza, Krowodrza, Kraków, małopolskie","al. Kijowska, Krowodrza, Krowodrza, Kraków, małopolskie","Aleja Kijowska, Łobzów, Krowodrza, Kraków, województwo małopolskie, 30-081, Polska",50.0730961,19.9156382
"Bieżanowska, Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie","Bieżanowska, Bieżanów, Bieżanów-Prokocim, Kraków, małopolskie","Bieżanowska, Osiedle Nowy Bieżanów-Północ, Bieżanów, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-853, Polska",50.0183702,20.0264727
"Filtrowa, Bronowice Małe, Kraków, małopolskie","Filtrowa, Bronowice Małe, Kraków, małopolskie","Filtrowa, Osiedle Widok-Zarzecze, Bronowice, Kraków, województwo małopolskie, 30-148, Polska",50.07769,19.8756941
"Śląska, Kleparz, Kraków, małopolskie","Śląska, Kleparz, Kraków, małopolskie","Śląska, Nowy Kleparz, Krowodrza, Kraków, województwo małopolskie, 30-003, Polska",50.0744016,19.9328565
"Przewóz, Dzielnica XIII Podgórze, Kraków, małopolskie","Przewóz, Dzielnica XIII Podgórze, Kraków, małopolskie","Przewóz, Podgórze, Kraków, województwo małopolskie, Polska",50.0417419,20.0621804
"Nefrytowa, Złocień, Kraków, małopolskie","Nefrytowa, Złocień, Kraków, małopolskie","Nefrytowa, Osiedle Kolejowe, Złocień, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-898, Polska",50.0206928,20.0476759
"Smętna, Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie","Smętna, Bronowice Wielkie, Prądnik Biały, Kraków, małopolskie","Smętna, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-343, Polska",50.0927119,19.885334
"Helclów, Kleparz, Stare Miasto, Kraków, małopolskie","Helclów, Kleparz, Stare Miasto, Kraków, małopolskie","Helclów, Kleparz, Stare Miasto, Kraków, województwo małopolskie, 31-148, Polska",50.0723221,19.9375247
"Smętna, Krowodrza, Kraków, małopolskie","Smętna, Krowodrza, Kraków, małopolskie","Smętna, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-343, Polska",50.0927119,19.885334
"Jasna, Prądnik Biały, Prądnik Biały, Kraków, małopolskie","Jasna, Prądnik Biały, Prądnik Biały, Kraków, małopolskie","Jasna, Prądnik Biały, Kraków, województwo małopolskie, 31-225, Polska",50.0958319,19.930006
"Osiedle Tysiąclecia, Mistrzejowice, Mistrzejowice, Kraków, małopolskie","Osiedle Tysiąclecia, Mistrzejowice, Mistrzejowice, Kraków, małopolskie","Osiedle Tysiąclecia, Mistrzejowice, Kraków, województwo małopolskie, Polska",50.0917147,20.0012344
"Zamkowa, Dębniki, Dębniki, Kraków, małopolskie","Zamkowa, Dębniki, Dębniki, Kraków, małopolskie","Zamkowa, Dębniki, Kraków, województwo małopolskie, 30-301, Polska",50.0531409,19.9291197
"Okólna, Kraków, małopolskie","Okólna, Kraków, małopolskie","Okólna, Kozłówka, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-667, Polska",50.0164142,19.9837781
"Rydla, Azory, Kraków, małopolskie","Rydla, Azory, Kraków, małopolskie","Lucjana Rydla, Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-305, Polska",50.0828477,19.9065148
"Słomiana, Dębniki, Kraków, małopolskie","Słomiana, Dębniki, Kraków, małopolskie","Słomiana, Osiedle Podwawelskie, Ludwinów, Dębniki, Kraków, województwo małopolskie, 30-361, Polska",50.0415133,19.9260556
"Żaka, Kurdwanów, Kraków, małopolskie","Żaka, Kurdwanów, Kraków, małopolskie","Michała Żaka, Osiedle ""Kurdwanów Nowy"", Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, 30-613, Polska",50.0114962,19.9482155
"Naukowców, Bronowice, Kraków, małopolskie","Naukowców, Bronowice, Kraków, małopolskie","Naukowców, Bronowice Małe, Bronowice, Kraków, województwo małopolskie, 31-356, Polska",50.0842714,19.8845615
"Reduta 36, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie","Reduta 36, Prądnik Czerwony, Prądnik Czerwony, Kraków, małopolskie","36, Reduta, Prądnik Czerwony, Kraków, województwo małopolskie, 31-421, Polska",50.0947338,19.983766667798594
"Batalionu ""Skała"" AK, Krowodrza Górka, Prądnik Biały, Kraków, małopolskie","Batalionu ""Skała"" AK, Krowodrza Górka, Prądnik Biały, Kraków, małopolskie","Batalionu ""Skała"" AK, Krowodrza Górka, Prądnik Biały, Kraków, województwo małopolskie, 31-273, Polska",50.0883822,19.923848
"Puszkarska, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie","Puszkarska, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie","Puszkarska, Wola Duchacka, Podgórze, Podgórze Duchackie, Kraków, województwo małopolskie, 30-524, Polska",50.0311786,19.9480084
"Pilotów, Olsza, Kraków, małopolskie","Pilotów, Olsza, Kraków, małopolskie","Pilotów, Olsza II, Olsza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-462, Polska",50.0776154,19.9700381
"Dąbska, Dąbie, Grzegórzki, Kraków, małopolskie","Dąbska, Dąbie, Grzegórzki, Kraków, małopolskie","Dąbska, Dąbie, Grzegórzki, Kraków, województwo małopolskie, 31-572, Polska",50.0663249,19.986472
"Marii Jaremy, Azory, Prądnik Biały, Kraków, małopolskie","Marii Jaremy, Azory, Prądnik Biały, Kraków, małopolskie","Marii Jaremy, Osiedle Azory, Prądnik Biały, Kraków, województwo małopolskie, 31-319, Polska",50.0875342,19.9048884
"os. Centrum B C, Nowa Huta, Nowa Huta, Kraków, małopolskie","os. Centrum B C, Nowa Huta, Nowa Huta, Kraków, małopolskie","Osiedle Centrum B, Nowa Huta, Kraków, województwo małopolskie, Polska",50.0736892,20.0396241
"Królewska / Obopólna | 2, Łobzów, Krowodrza, Kraków, małopolskie","Królewska / Obopólna | 2, Łobzów, Krowodrza, Kraków, małopolskie","Obopólna, Łobzów, Krowodrza, Kraków, województwo małopolskie, 31-145, Polska",50.0721983,19.9064101
"Wlotowa, Kozłówek, Kraków, małopolskie","Wlotowa, Kozłówek, Kraków, małopolskie","Wlotowa, Kozłówka, Bieżanów-Prokocim, Kraków, województwo małopolskie, 30-668, Polska",50.0194862,19.9867585
"Szymańskiego, Wzgórza Krzesławickie, Kraków, małopolskie","Szymańskiego, Wzgórza Krzesławickie, Kraków, małopolskie","Edwarda Szymańskiego, Branice, Nowa Huta, Kraków, województwo małopolskie, 31-985, Polska",50.070546,20.1436538
"Smętna 9, Bronowice Wielkie, Kraków, małopolskie","Smętna 9, Bronowice Wielkie, Kraków, małopolskie","9, Smętna, Bronowice Wielkie, Prądnik Biały, Kraków, województwo małopolskie, 31-343, Polska",50.0925701,19.8855497
"Osiedle Avia, Czyżyny, Kraków, małopolskie","Osiedle Avia, Czyżyny, Kraków, małopolskie","Osiedle Avia, Czyżyny, Kraków, województwo małopolskie, 31-877, Polska",50.0801226,20.0045001
"Ludwinowska, Ludwinów, Dębniki, Kraków, małopolskie","Ludwinowska, Ludwinów, Dębniki, Kraków, małopolskie","Ludwinowska, Osiedle Podwawelskie, Ludwinów, Dębniki, Kraków, województwo małopolskie, 30-332, Polska",50.042745,19.9354115
"Fieldorfa-Nila, Krowodrza Górka, Kraków, małopolskie","Fieldorfa-Nila, Krowodrza Górka, Kraków, małopolskie","Generała Augusta Fieldorfa-Nila, Krowodrza Górka, Prądnik Biały, Kraków, województwo małopolskie, 31-271, Polska",50.0882086,19.9322981
"Podłużna, Chełm, Zwierzyniec, Kraków, małopolskie","Podłużna, Chełm, Zwierzyniec, Kraków, małopolskie","Podłużna, Chełm, Zwierzyniec, Kraków, województwo małopolskie, 30-238, Polska",50.0680861,19.8465818
"Adama Asnyka, Piasek, Stare Miasto, Kraków, małopolskie","Adama Asnyka, Piasek, Stare Miasto, Kraków, małopolskie","Adama Asnyka, Piasek, Stare Miasto, Kraków, województwo małopolskie, 31-134, Polska",50.0659111,19.935101
"Piastowska, Małe Błonia, Krowodrza, Kraków, małopolskie","Piastowska, Małe Błonia, Krowodrza, Kraków, małopolskie","Piastowska, Małe Błonia, Krowodrza, Kraków, województwo małopolskie, 30-066, Polska",50.0632013,19.9027203
"prof. Michała Bobrzyńskiego, Ruczaj, Dębniki, Kraków, małopolskie","prof. Michała Bobrzyńskiego, Ruczaj, Dębniki, Kraków, małopolskie","Profesora Michała Bobrzyńskiego, Ruczaj, Dębniki, Kraków, województwo małopolskie, 30-392, Polska",50.0177969,19.8915813
"Tuchowska, Dzielnica XI Podgórze Duchackie, Kraków, małopolskie","Tuchowska, Dzielnica XI Podgórze Duchackie, Kraków, małopolskie","Tuchowska, Kurdwanów, Podgórze Duchackie, Kraków, województwo małopolskie, 30-658, Polska",50.0113281,19.9668759
"al. Juliusza Słowackiego, Piasek, Stare Miasto, Kraków, małopolskie","al. Juliusza Słowackiego, Piasek, Stare Miasto, Kraków, małopolskie","Aleja Juliusza Słowackiego, Nowy Kleparz, Krowodrza, Kraków, województwo małopolskie, 31-148, Polska",50.0736751,19.937842
"Kalwaryjska, Podgórze, Kraków, małopolskie","Kalwaryjska, Podgórze, Kraków, małopolskie","Kalwaryjska, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-520, Polska",50.0429595,19.9454419
"Kordeckiego Eng, Kazimierz, Stare Miasto, Kraków, małopolskie","Kordeckiego Eng, Kazimierz, Stare Miasto, Kraków, małopolskie","Augustyna Kordeckiego, Kazimierz, Stare Miasto, Kraków, województwo małopolskie, 31-071, Polska",50.0496422,19.9376168
"Stefana Otwinowskiego 18, Olsza, Prądnik Czerwony, Kraków, małopolskie","Stefana Otwinowskiego 18, Olsza, Prądnik Czerwony, Kraków, małopolskie","18, Stefana Otwinowskiego, Osiedle Oficerskie, Grzegórzki, Kraków, województwo małopolskie, 31-432, Polska",50.0778644,19.96174684698213
"Aleja Jana Pawła II, Kraków, małopolskie","Aleja Jana Pawła II, Kraków, małopolskie","Aleja Jana Pawła II, Czyżyny, Kraków, województwo małopolskie, 31-581, Polska",50.0737086,20.0139143
"Siewna, Prądnik Biały, Kraków, małopolskie","Siewna, Prądnik Biały, Kraków, małopolskie","Siewna, Prądnik Biały, Kraków, województwo małopolskie, 31-220, Polska",50.0938325,19.9610052
"Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, małopolskie","Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, małopolskie","Borek Fałęcki, Łagiewniki-Borek Fałęcki, Kraków, województwo małopolskie, Polska",50.0143005,19.9265683
"Macedońska, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie","Macedońska, Wola Duchacka, Podgórze Duchackie, Kraków, małopolskie","Macedońska, Wola Duchacka, Podgórze Duchackie, Kraków, województwo małopolskie, 30-629, Polska",50.0210681,19.9737005
"Dietla, Stare Miasto, Kraków, małopolskie","Dietla, Stare Miasto, Kraków, małopolskie","Józefa Dietla, Wesoła, Stare Miasto, Kraków, województwo małopolskie, 31-073, Polska",50.057246,19.945741
"Goszczyńskiego, Płaszów, Kraków, małopolskie","Goszczyńskiego, Płaszów, Kraków, małopolskie","Seweryna Goszczyńskiego, Rogatka, Płaszów, Podgórze, Kraków, województwo małopolskie, 30-724, Polska",50.0377005,19.9910359
"Litewska, Krowodrza, Krowodrza, Kraków, małopolskie","Litewska, Krowodrza, Krowodrza, Kraków, małopolskie","Litewska, Nowy Kleparz, Krowodrza, Kraków, województwo małopolskie, 30-019, Polska",50.0763999,19.9261022
"Komandosów – 19, Ludwinów, Dębniki, Kraków, małopolskie","Komandosów – 19, Ludwinów, Dębniki, Kraków, małopolskie","19, Komandosów, Osiedle Podwawelskie, Ludwinów, Dębniki, Kraków, województwo małopolskie, 30-334, Polska",50.04324445,19.931939272946444
"Rydlówka 20, Stare Podgórze, Podgórze, Kraków, małopolskie","Rydlówka 20, Stare Podgórze, Podgórze, Kraków, małopolskie","NAREE Outlet, 20, Rydlówka, Stare Podgórze, Podgórze, Kraków, województwo małopolskie, 30-363, Polska",50.0348444,19.9362095
"Fabryczna, Grzegórzki, Kraków, małopolskie","Fabryczna, Grzegórzki, Kraków, małopolskie","Fabryczna, Grzegórzki, Kraków, województwo małopolskie, 31-553, Polska",50.0632744,19.9726403
"Studencka, Piasek, Stare Miasto, Kraków, małopolskie","Studencka, Piasek, Stare Miasto, Kraków, małopolskie","Studencka, Piasek, Stare Miasto, Kraków, województwo małopolskie, 31-115, Polska",50.062369,19.928304
"Brogi, Olsza, Kraków, małopolskie","Brogi, Olsza, Kraków, małopolskie","Brogi, Olsza II, Olsza, Prądnik Czerwony, Kraków, województwo małopolskie, 31-436, Polska",50.0818588,19.9626728
"Cichociemnych AK, Łęg, Czyżyny, Kraków, małopolskie","Cichociemnych AK, Łęg, Czyżyny, Kraków, małopolskie","Cichociemnych AK, Beszcz, Łęg, Czyżyny, Kraków, województwo małopolskie, 31-564, Polska",50.0609804,19.9924367
"Toruńska, Czarna Wieś, Krowodrza, Kraków, małopolskie","Toruńska, Czarna Wieś, Krowodrza, Kraków, małopolskie","Toruńska, Cichy Kącik, Czarna Wieś, Krowodrza, Kraków, województwo małopolskie, 30-056, Polska",50.0687872,19.9102324
